PERFORMANCE_PLAYER_ID,PERFORMANCE_ID,PERFORMANCE_DATETIME,SCORE,RATING,PLAYER_ID,PLAYER_NAME,PHONE_NUMBER,EMAIL,PREFERRED_INSTRUMENT_ID,INSTRUMENT_ID,INSTRUMENT_NAME,SONG_ID,SONG_NAME,ARTIST,RELEASE_YEAR,SONG_DIFFICULTY_RATING,SONG_FUN_RATING
146,37,2025-09-11 00:00:00.000,72830,6.8,19,Popeye,555-100-1019,popeye@toonmail.com,1,4,Drums,13,Barracuda,Heart,1977,7.2,8.4
147,37,2025-09-11 00:00:00.000,72830,6.8,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,2,Bass Guitar,13,Barracuda,Heart,1977,7.2,8.4
148,37,2025-09-11 00:00:00.000,72830,6.8,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,3,Vocals,13,Barracuda,Heart,1977,7.2,8.4
149,38,2025-11-25 00:00:00.000,9869,6.3,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
150,38,2025-11-25 00:00:00.000,9869,6.3,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
151,38,2025-11-25 00:00:00.000,9869,6.3,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
152,38,2025-11-25 00:00:00.000,9869,6.3,20,Garfield,555-100-1020,garfield@toonmail.com,3,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
153,39,2026-03-24 00:00:00.000,79227,4.7,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,5,Back in Black,AC/DC,1980,6.0,8.8
154,39,2026-03-24 00:00:00.000,79227,4.7,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,5,Back in Black,AC/DC,1980,6.0,8.8
155,39,2026-03-24 00:00:00.000,79227,4.7,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,2,Bass Guitar,5,Back in Black,AC/DC,1980,6.0,8.8
156,39,2026-03-24 00:00:00.000,79227,4.7,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,3,Vocals,5,Back in Black,AC/DC,1980,6.0,8.8
157,40,2025-12-01 00:00:00.000,27727,8.2,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
158,40,2025-12-01 00:00:00.000,27727,8.2,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,4,Drums,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
159,40,2025-12-01 00:00:00.000,27727,8.2,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
160,40,2025-12-01 00:00:00.000,27727,8.2,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,3,Vocals,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
161,41,2025-08-17 00:00:00.000,59902,8.6,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,1,Electric Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
162,41,2025-08-17 00:00:00.000,59902,8.6,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,11,Dream On,Aerosmith,1973,7.0,8.6
163,41,2025-08-17 00:00:00.000,59902,8.6,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,2,Bass Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
164,41,2025-08-17 00:00:00.000,59902,8.6,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,3,Vocals,11,Dream On,Aerosmith,1973,7.0,8.6
165,42,2025-07-03 00:00:00.000,92578,0.6,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,1,Electric Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
166,42,2025-07-03 00:00:00.000,92578,0.6,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,16,Kashmir,Led Zeppelin,1975,7.0,8.8
167,42,2025-07-03 00:00:00.000,92578,0.6,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,2,Bass Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
168,42,2025-07-03 00:00:00.000,92578,0.6,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,3,Vocals,16,Kashmir,Led Zeppelin,1975,7.0,8.8
169,43,2026-02-09 00:00:00.000,59806,3.3,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
170,43,2026-02-09 00:00:00.000,59806,3.3,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
171,43,2026-02-09 00:00:00.000,59806,3.3,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
172,43,2026-02-09 00:00:00.000,59806,3.3,13,Finn the Human,555-100-1013,finn@toonmail.com,2,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
173,44,2025-05-22 00:00:00.000,21967,1.8,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,13,Barracuda,Heart,1977,7.2,8.4
174,44,2025-05-22 00:00:00.000,21967,1.8,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,4,Drums,13,Barracuda,Heart,1977,7.2,8.4
175,44,2025-05-22 00:00:00.000,21967,1.8,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,2,Bass Guitar,13,Barracuda,Heart,1977,7.2,8.4
176,44,2025-05-22 00:00:00.000,21967,1.8,19,Popeye,555-100-1019,popeye@toonmail.com,1,3,Vocals,13,Barracuda,Heart,1977,7.2,8.4
177,45,2025-08-21 00:00:00.000,83475,4.3,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
178,45,2025-08-21 00:00:00.000,83475,4.3,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,4,Drums,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
179,45,2025-08-21 00:00:00.000,83475,4.3,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,2,Bass Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
180,45,2025-08-21 00:00:00.000,83475,4.3,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
181,46,2025-09-24 00:00:00.000,97673,7.9,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,1,Electric Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
182,46,2025-09-24 00:00:00.000,97673,7.9,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,16,Kashmir,Led Zeppelin,1975,7.0,8.8
183,46,2025-09-24 00:00:00.000,97673,7.9,20,Garfield,555-100-1020,garfield@toonmail.com,3,2,Bass Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
184,46,2025-09-24 00:00:00.000,97673,7.9,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,16,Kashmir,Led Zeppelin,1975,7.0,8.8
185,47,2025-11-05 00:00:00.000,74553,3.6,20,Garfield,555-100-1020,garfield@toonmail.com,3,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
186,47,2025-11-05 00:00:00.000,74553,3.6,20,Garfield,555-100-1020,garfield@toonmail.com,3,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
187,47,2025-11-05 00:00:00.000,74553,3.6,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
188,47,2025-11-05 00:00:00.000,74553,3.6,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
189,48,2025-04-23 00:00:00.000,68553,9.3,20,Garfield,555-100-1020,garfield@toonmail.com,3,1,Electric Guitar,8,Paint It Black,The Rolling Stones,1966,6.5,8.0
190,48,2025-04-23 00:00:00.000,68553,9.3,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,4,Drums,8,Paint It Black,The Rolling Stones,1966,6.5,8.0
191,48,2025-04-23 00:00:00.000,68553,9.3,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,8,Paint It Black,The Rolling Stones,1966,6.5,8.0
192,48,2025-04-23 00:00:00.000,68553,9.3,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,3,Vocals,8,Paint It Black,The Rolling Stones,1966,6.5,8.0
193,49,2025-06-19 00:00:00.000,98293,0.3,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
194,49,2025-06-19 00:00:00.000,98293,0.3,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
195,49,2025-06-19 00:00:00.000,98293,0.3,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
196,49,2025-06-19 00:00:00.000,98293,0.3,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
197,50,2025-12-09 00:00:00.000,92350,7.1,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,1,Electric Guitar,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
198,50,2025-12-09 00:00:00.000,92350,7.1,20,Garfield,555-100-1020,garfield@toonmail.com,3,4,Drums,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
199,50,2025-12-09 00:00:00.000,92350,7.1,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,2,Bass Guitar,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
200,50,2025-12-09 00:00:00.000,92350,7.1,20,Garfield,555-100-1020,garfield@toonmail.com,3,3,Vocals,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
201,51,2025-08-27 00:00:00.000,31281,4.1,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
202,51,2025-08-27 00:00:00.000,31281,4.1,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
203,51,2025-08-27 00:00:00.000,31281,4.1,19,Popeye,555-100-1019,popeye@toonmail.com,1,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
204,51,2025-08-27 00:00:00.000,31281,4.1,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
205,52,2026-01-24 00:00:00.000,47114,5.5,20,Garfield,555-100-1020,garfield@toonmail.com,3,1,Electric Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
206,52,2026-01-24 00:00:00.000,47114,5.5,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
207,52,2026-01-24 00:00:00.000,47114,5.5,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
208,52,2026-01-24 00:00:00.000,47114,5.5,14,Jake the Dog,555-100-1014,jake@toonmail.com,4,3,Vocals,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
209,53,2025-12-12 00:00:00.000,82755,2.7,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
210,53,2025-12-12 00:00:00.000,82755,2.7,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,4,Drums,16,Kashmir,Led Zeppelin,1975,7.0,8.8
211,53,2025-12-12 00:00:00.000,82755,2.7,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,2,Bass Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
212,53,2025-12-12 00:00:00.000,82755,2.7,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,3,Vocals,16,Kashmir,Led Zeppelin,1975,7.0,8.8
213,54,2025-10-12 00:00:00.000,84860,8.7,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
214,54,2025-10-12 00:00:00.000,84860,8.7,20,Garfield,555-100-1020,garfield@toonmail.com,3,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
215,54,2025-10-12 00:00:00.000,84860,8.7,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
216,54,2025-10-12 00:00:00.000,84860,8.7,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
217,55,2025-05-31 00:00:00.000,81041,1.5,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,1,Electric Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
218,55,2025-05-31 00:00:00.000,81041,1.5,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,4,Drums,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
219,55,2025-05-31 00:00:00.000,81041,1.5,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,2,Bass Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
220,55,2025-05-31 00:00:00.000,81041,1.5,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
221,56,2025-08-21 00:00:00.000,92402,2.2,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,12,Thunderstruck,AC/DC,1990,8.0,9.5
222,56,2025-08-21 00:00:00.000,92402,2.2,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,12,Thunderstruck,AC/DC,1990,8.0,9.5
223,56,2025-08-21 00:00:00.000,92402,2.2,20,Garfield,555-100-1020,garfield@toonmail.com,3,2,Bass Guitar,12,Thunderstruck,AC/DC,1990,8.0,9.5
224,56,2025-08-21 00:00:00.000,92402,2.2,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,3,Vocals,12,Thunderstruck,AC/DC,1990,8.0,9.5
225,57,2025-04-24 00:00:00.000,77542,2.7,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,1,Electric Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
226,57,2025-04-24 00:00:00.000,77542,2.7,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,4,Drums,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
227,57,2025-04-24 00:00:00.000,77542,2.7,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
228,57,2025-04-24 00:00:00.000,77542,2.7,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,3,Vocals,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
229,58,2025-07-15 00:00:00.000,33135,7.3,14,Jake the Dog,555-100-1014,jake@toonmail.com,4,1,Electric Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
230,58,2025-07-15 00:00:00.000,33135,7.3,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,4,Drums,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
231,58,2025-07-15 00:00:00.000,33135,7.3,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,2,Bass Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
232,58,2025-07-15 00:00:00.000,33135,7.3,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
233,59,2025-11-10 00:00:00.000,22743,5.0,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
234,59,2025-11-10 00:00:00.000,22743,5.0,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,4,Drums,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
235,59,2025-11-10 00:00:00.000,22743,5.0,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,2,Bass Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
236,59,2025-11-10 00:00:00.000,22743,5.0,19,Popeye,555-100-1019,popeye@toonmail.com,1,3,Vocals,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
237,60,2025-06-28 00:00:00.000,23009,8.7,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
238,60,2025-06-28 00:00:00.000,23009,8.7,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
239,60,2025-06-28 00:00:00.000,23009,8.7,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
240,60,2025-06-28 00:00:00.000,23009,8.7,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
241,61,2026-01-14 00:00:00.000,23685,7.4,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,1,Electric Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
242,61,2026-01-14 00:00:00.000,23685,7.4,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,4,Drums,11,Dream On,Aerosmith,1973,7.0,8.6
243,61,2026-01-14 00:00:00.000,23685,7.4,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,2,Bass Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
244,61,2026-01-14 00:00:00.000,23685,7.4,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,3,Vocals,11,Dream On,Aerosmith,1973,7.0,8.6
245,62,2025-11-05 00:00:00.000,35556,5.4,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,1,Electric Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
246,62,2025-11-05 00:00:00.000,35556,5.4,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,4,Drums,16,Kashmir,Led Zeppelin,1975,7.0,8.8
247,62,2025-11-05 00:00:00.000,35556,5.4,11,Dexter,555-100-1011,dexter@toonmail.com,1,2,Bass Guitar,16,Kashmir,Led Zeppelin,1975,7.0,8.8
248,62,2025-11-05 00:00:00.000,35556,5.4,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,3,Vocals,16,Kashmir,Led Zeppelin,1975,7.0,8.8
249,63,2026-01-02 00:00:00.000,23476,5.6,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
250,63,2026-01-02 00:00:00.000,23476,5.6,20,Garfield,555-100-1020,garfield@toonmail.com,3,4,Drums,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
251,63,2026-01-02 00:00:00.000,23476,5.6,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
252,63,2026-01-02 00:00:00.000,23476,5.6,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,3,Vocals,18,Livin' on a Prayer,Bon Jovi,1986,5.5,9.3
253,64,2026-04-17 00:00:00.000,13484,4.9,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
254,64,2026-04-17 00:00:00.000,13484,4.9,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
255,64,2026-04-17 00:00:00.000,13484,4.9,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
256,64,2026-04-17 00:00:00.000,13484,4.9,19,Popeye,555-100-1019,popeye@toonmail.com,1,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
257,65,2026-02-02 00:00:00.000,77579,6.2,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,1,Electric Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
258,65,2026-02-02 00:00:00.000,77579,6.2,13,Finn the Human,555-100-1013,finn@toonmail.com,2,4,Drums,10,Paranoid,Black Sabbath,1970,5.5,8.3
259,65,2026-02-02 00:00:00.000,77579,6.2,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,2,Bass Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
260,65,2026-02-02 00:00:00.000,77579,6.2,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,10,Paranoid,Black Sabbath,1970,5.5,8.3
261,66,2025-10-24 00:00:00.000,30467,1.9,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
262,66,2025-10-24 00:00:00.000,30467,1.9,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
263,66,2025-10-24 00:00:00.000,30467,1.9,11,Dexter,555-100-1011,dexter@toonmail.com,1,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
264,66,2025-10-24 00:00:00.000,30467,1.9,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
265,67,2026-02-11 00:00:00.000,49135,8.7,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
266,67,2026-02-11 00:00:00.000,49135,8.7,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,4,Drums,11,Dream On,Aerosmith,1973,7.0,8.6
267,67,2026-02-11 00:00:00.000,49135,8.7,20,Garfield,555-100-1020,garfield@toonmail.com,3,2,Bass Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
268,67,2026-02-11 00:00:00.000,49135,8.7,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,3,Vocals,11,Dream On,Aerosmith,1973,7.0,8.6
269,68,2025-06-04 00:00:00.000,40401,2.4,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
270,68,2025-06-04 00:00:00.000,40401,2.4,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,4,Drums,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
271,68,2025-06-04 00:00:00.000,40401,2.4,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,2,Bass Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
272,68,2025-06-04 00:00:00.000,40401,2.4,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,3,Vocals,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
273,69,2025-12-08 00:00:00.000,74441,1.0,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
274,69,2025-12-08 00:00:00.000,74441,1.0,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
275,69,2025-12-08 00:00:00.000,74441,1.0,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
276,69,2025-12-08 00:00:00.000,74441,1.0,19,Popeye,555-100-1019,popeye@toonmail.com,1,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
277,70,2026-04-06 00:00:00.000,63823,4.3,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,1,Electric Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
278,70,2026-04-06 00:00:00.000,63823,4.3,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,4,Drums,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
279,70,2026-04-06 00:00:00.000,63823,4.3,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,2,Bass Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
280,70,2026-04-06 00:00:00.000,63823,4.3,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,3,Vocals,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
281,71,2026-01-31 00:00:00.000,45813,7.0,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,1,Electric Guitar,3,Hotel California,Eagles,1977,7.8,8.5
282,71,2026-01-31 00:00:00.000,45813,7.0,20,Garfield,555-100-1020,garfield@toonmail.com,3,4,Drums,3,Hotel California,Eagles,1977,7.8,8.5
283,71,2026-01-31 00:00:00.000,45813,7.0,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,2,Bass Guitar,3,Hotel California,Eagles,1977,7.8,8.5
284,71,2026-01-31 00:00:00.000,45813,7.0,13,Finn the Human,555-100-1013,finn@toonmail.com,2,3,Vocals,3,Hotel California,Eagles,1977,7.8,8.5
285,72,2026-02-04 00:00:00.000,77453,2.5,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
286,72,2026-02-04 00:00:00.000,77453,2.5,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,4,Drums,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
287,72,2026-02-04 00:00:00.000,77453,2.5,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,2,Bass Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
288,72,2026-02-04 00:00:00.000,77453,2.5,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,3,Vocals,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
289,73,2026-02-06 00:00:00.000,10550,6.2,13,Finn the Human,555-100-1013,finn@toonmail.com,2,1,Electric Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
290,73,2026-02-06 00:00:00.000,10550,6.2,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
291,73,2026-02-06 00:00:00.000,10550,6.2,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,2,Bass Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
